EV_Type,Program,Scenario,Year,Customer_Type,1%,2%,3%,4%,5%,6%,7%,8%,9%,10%,11%,12%,13%,14%,15%,16%,17%,18%,19%,20%,21%,22%,23%,24%,25%,26%,27%,28%,29%,30%,31%,32%,33%,34%,35%,36%,37%,38%,39%,40%,41%,42%,43%,44%,45%,46%,47%,48%,49%,50%,51%,52%,53%,54%,55%,56%,57%,58%,59%,60%,61%,62%,63%,64%,65%,66%,67%,68%,69%,70%,71%,72%,73%,74%,75%,76%,77%,78%,79%,80%,81%,82%,83%,84%,85%,86%,87%,88%,89%,90%,91%,92%,93%,94%,95%,96%,97%,98%,99%
LDV,DLC,low,2035,new,236.28,242.85,249.62,256.54,263.74,271.12,278.82,286.73,294.99,303.50,312.35,321.57,331.18,341.23,351.74,362.77,374.38,386.73,399.59,413.34,427.88,443.43,460.14,478.20,497.69,519.04,542.65,568.83,568.83,632.38,671.99,719.72,778.84,857.45,972.93,1174.75,1677.51,2836.80,4900.72,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
LDV,DLC,low,2040,new,226.12,232.46,238.99,245.72,252.66,259.81,267.15,274.80,282.71,290.92,299.44,308.23,317.45,327.07,337.04,347.57,358.52,370.03,382.38,395.24,408.88,423.40,438.94,455.50,473.54,493.00,514.32,537.89,537.89,593.60,627.72,667.65,715.62,776.21,857.48,979.07,1214.35,1982.13,4034.11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
LDV,DLC,low,2045,new,215.99,222.19,228.57,235.19,241.96,248.94,256.14,263.59,271.29,279.26,287.57,296.20,305.08,314.37,324.08,334.23,344.87,356.03,367.79,380.20,393.34,407.19,421.95,437.89,454.91,473.34,493.42,515.31,515.31,567.03,598.08,633.83,676.41,728.58,795.45,889.33,1044.12,1438.30,3275.80,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
LDV,DLC,low,2050,new,205.86,211.93,218.21,224.63,231.29,238.10,245.18,252.43,259.99,267.75,275.79,284.20,292.86,301.88,311.27,321.16,331.42,342.18,353.57,365.48,378.06,391.39,405.57,420.71,436.81,454.31,473.30,493.89,493.89,541.80,570.26,602.88,640.76,686.40,743.30,819.08,930.91,1145.25,2263.92,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
LDV,DLC,mid,2025,new,132.05,134.15,136.33,138.56,140.80,143.09,145.47,147.86,150.31,152.84,155.37,158.00,160.69,163.45,166.29,169.20,172.15,175.18,178.34,181.56,184.87,188.34,191.83,195.48,199.26,203.12,207.19,211.35,211.35,220.20,224.91,229.77,234.85,240.27,245.81,251.74,257.92,264.39,271.37,278.73,286.51,295.02,304.03,313.78,324.38,336.00,348.73,362.99,379.15,397.22,418.55,443.68,473.26,511.34,559.77,623.70,623.70,714.17,1017.67,1278.72,1731.32,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
LDV,DLC,mid,2030,new,126.27,127.59,128.92,130.28,131.67,133.09,134.55,136.00,137.50,139.06,140.60,142.20,143.84,145.52,147.23,148.99,150.76,152.61,154.50,156.42,158.41,160.46,162.52,164.69,166.93,169.18,171.56,173.99,173.99,179.12,181.84,184.63,187.55,190.59,193.72,197.03,200.47,204.07,207.86,211.86,216.03,220.51,225.29,230.27,235.76,241.54,247.82,254.69,262.17,270.50,279.78,290.26,302.51,316.80,333.84,355.50,355.50,384.59,494.85,631.04,920.16,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
LDV,DLC,mid,2035,new,120.86,121.74,122.64,123.57,124.49,125.44,126.41,127.40,128.41,129.44,130.47,131.54,132.64,133.76,134.90,136.07,137.25,138.47,139.73,141.00,142.31,143.67,145.04,146.47,147.93,149.43,150.98,152.57,152.57,155.91,157.69,159.47,161.37,163.34,165.34,167.48,169.65,171.98,174.38,176.87,179.56,182.36,185.28,188.42,191.77,195.25,199.09,203.18,207.63,212.51,217.82,223.74,230.45,238.15,246.97,257.63,257.63,271.09,313.69,357.95,482.58,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
LDV,DLC,mid,2040,new,115.60,116.21,116.83,117.47,118.11,118.78,119.45,120.13,120.83,121.54,122.26,123.00,123.76,124.52,125.32,126.12,126.93,127.79,128.65,129.53,130.43,131.37,132.31,133.29,134.30,135.32,136.39,137.49,137.49,139.77,140.99,142.22,143.51,144.85,146.22,147.68,149.17,150.74,152.37,154.07,155.87,157.77,159.74,161.83,164.07,166.43,168.99,171.71,174.65,177.85,181.36,185.19,189.54,194.48,200.04,206.71,206.71,214.77,239.08,261.54,312.20,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
LDV,DLC,mid,2045,new,112.39,112.80,113.21,113.63,114.05,114.49,114.93,115.38,115.84,116.32,116.79,117.28,117.78,118.28,118.80,119.34,119.87,120.43,120.99,121.57,122.17,122.78,123.40,124.05,124.71,125.39,126.08,126.81,126.81,128.31,129.10,129.91,130.75,131.62,132.53,133.48,134.45,135.48,136.55,137.65,138.83,140.06,141.34,142.70,144.17,145.69,147.34,149.11,150.99,153.06,155.32,157.76,160.54,163.64,167.20,171.37,171.37,176.42,191.03,203.88,229.85,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
LDV,DLC,mid,2050,new,110.13,110.25,110.38,110.52,110.65,110.79,110.93,111.07,111.22,111.37,111.52,111.67,111.83,111.99,112.15,112.32,112.49,112.67,112.85,113.03,113.21,113.41,113.60,113.81,114.01,114.23,114.45,114.67,114.67,115.14,115.39,115.64,115.91,116.18,116.46,116.76,117.06,117.38,117.71,118.05,118.42,118.80,119.19,119.62,120.06,120.53,121.03,121.57,122.14,122.77,123.45,124.18,125.01,125.93,126.96,128.16,128.16,129.58,133.55,136.72,142.06,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
LDV,RTP,flat,2025,new,131.78,133.58,135.44,137.30,139.22,141.14,143.13,145.11,147.16,149.21,151.33,153.49,155.65,157.89,160.13,162.45,164.78,167.20,169.62,172.13,174.66,177.28,179.96,182.66,185.46,188.31,191.23,194.23,194.23,200.44,203.69,207.01,210.41,213.95,217.53,221.28,225.09,229.09,233.16,237.44,241.80,246.40,251.18,256.08,261.27,266.60,272.28,278.13,284.38,290.87,297.84,305.10,312.97,321.38,330.27,340.03,340.03,350.46,374.70,389.05,405.10,423.81,445.85,472.88,507.75,556.83,640.77,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
LDV,RTP,flat,2030,new,126.21,127.45,128.73,129.99,131.31,132.64,133.98,135.35,136.73,138.15,139.61,141.07,142.56,144.10,145.62,147.22,148.82,150.46,152.13,153.86,155.57,157.38,159.19,161.05,162.98,164.89,166.91,168.96,168.96,173.19,175.43,177.66,180.02,182.46,184.89,187.47,190.09,192.80,195.60,198.50,201.51,204.67,207.86,211.29,214.86,218.48,222.38,226.41,230.65,235.12,239.91,244.85,250.26,255.96,262.08,268.80,268.80,275.88,292.57,302.30,313.32,326.25,341.07,359.76,383.50,416.90,474.98,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
LDV,RTP,flat,2035,new,120.87,121.76,122.68,123.60,124.54,125.49,126.46,127.44,128.44,129.46,130.50,131.56,132.63,133.73,134.83,135.99,137.13,138.31,139.52,140.75,141.99,143.29,144.61,145.93,147.32,148.71,150.15,151.62,151.62,154.66,156.28,157.89,159.58,161.33,163.09,164.93,166.82,168.78,170.78,172.88,175.05,177.30,179.61,182.08,184.62,187.24,190.06,192.93,196.00,199.22,202.64,206.21,210.12,214.18,218.60,223.45,223.45,228.57,240.56,247.59,255.45,264.78,275.51,288.82,305.97,330.15,371.48,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
LDV,RTP,flat,2040,new,115.63,116.29,116.96,117.63,118.32,119.01,119.72,120.44,121.18,121.92,122.68,123.46,124.24,125.04,125.84,126.68,127.52,128.40,129.27,130.17,131.08,132.03,132.99,133.97,134.97,135.99,137.05,138.12,138.12,140.34,141.52,142.71,143.94,145.22,146.50,147.85,149.23,150.67,152.14,153.67,155.24,156.90,158.60,160.37,162.25,164.18,166.22,168.34,170.56,172.91,175.42,178.05,180.89,183.84,187.10,190.57,190.57,194.40,203.10,208.27,214.06,220.84,228.75,238.42,250.86,268.64,298.55,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
LDV,RTP,flat,2045,new,112.46,112.93,113.41,113.89,114.39,114.89,115.40,115.91,116.44,116.97,117.52,118.08,118.64,119.22,119.80,120.40,121.01,121.63,122.26,122.91,123.57,124.24,124.94,125.63,126.36,127.09,127.86,128.62,128.62,130.22,131.07,131.92,132.81,133.73,134.65,135.63,136.61,137.65,138.70,139.81,140.94,142.13,143.34,144.64,145.95,147.36,148.82,150.35,151.95,153.65,155.46,157.33,159.38,161.51,163.86,166.33,166.33,169.10,175.38,179.06,183.24,188.07,193.77,200.74,209.72,222.36,243.88,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
LDV,RTP,flat,2050,new,110.30,110.61,110.93,111.25,111.58,111.91,112.25,112.59,112.94,113.29,113.65,114.02,114.40,114.78,115.16,115.56,115.96,116.37,116.79,117.22,117.65,118.10,118.56,119.02,119.50,119.99,120.49,121.00,121.00,122.06,122.62,123.18,123.77,124.37,124.99,125.63,126.28,126.97,127.67,128.40,129.15,129.93,130.74,131.59,132.47,133.40,134.37,135.37,136.44,137.55,138.75,139.99,141.34,142.76,144.31,145.95,145.95,147.77,151.93,154.39,157.13,160.35,164.10,168.76,174.68,183.13,197.37,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
LDV,RTP,high,2025,new,130.78,131.59,132.39,133.23,134.06,134.91,135.77,136.63,137.51,138.40,139.30,140.21,141.13,142.09,143.02,143.98,144.96,145.95,146.97,147.99,149.00,150.05,151.12,152.22,153.32,154.44,155.55,156.71,156.71,159.09,160.30,161.54,162.79,164.07,165.38,166.71,168.06,169.44,170.85,172.29,173.76,175.26,176.80,178.39,179.96,181.61,183.29,185.02,186.81,188.63,190.45,192.36,194.34,196.39,198.47,200.62,200.62,202.78,207.48,209.93,212.47,215.10,217.84,220.69,223.65,226.76,230.00,233.41,236.98,240.75,244.74,248.96,253.50,258.38,263.44,269.02,275.08,281.81,289.23,297.45,306.56,317.29,330.20,345.85,365.93,394.24,441.29,--,--,--,--,--,--,--,--,--,--,--,--
LDV,RTP,high,2030,new,119.53,120.09,120.63,121.20,121.77,122.35,122.94,123.53,124.12,124.73,125.34,125.96,126.61,127.25,127.88,128.54,129.20,129.88,130.58,131.27,131.97,132.68,133.41,134.15,134.91,135.68,136.44,137.22,137.22,138.84,139.67,140.53,141.37,142.24,143.13,144.04,144.96,145.93,146.87,147.85,148.85,149.88,150.93,152.02,153.09,154.21,155.36,156.54,157.74,158.98,160.25,161.56,162.90,164.28,165.70,167.14,167.14,168.68,171.85,173.53,175.26,177.02,178.92,180.87,182.90,185.01,187.23,189.51,192.00,194.57,197.29,200.18,203.26,206.48,210.01,213.89,218.03,222.57,227.59,233.09,239.43,246.90,255.59,266.22,279.92,298.79,331.38,--,--,--,--,--,--,--,--,--,--,--,--
LDV,RTP,high,2035,new,108.29,108.60,108.90,109.21,109.52,109.84,110.17,110.49,110.81,111.15,111.49,111.83,112.18,112.54,112.88,113.25,113.62,113.99,114.36,114.75,115.13,115.53,115.92,116.34,116.75,117.17,117.59,118.02,118.02,118.91,119.37,119.84,120.30,120.79,121.27,121.77,122.28,122.81,123.33,123.86,124.42,124.99,125.56,126.16,126.75,127.36,127.99,128.65,129.31,129.98,130.69,131.40,132.14,132.90,133.69,134.48,134.48,135.31,137.07,137.99,138.95,139.92,140.95,142.01,143.15,144.31,145.52,146.80,148.14,149.55,151.05,152.66,154.34,156.11,158.08,160.17,162.44,164.98,167.74,170.75,174.24,178.33,183.09,188.91,196.57,206.95,224.88,--,--,--,--,--,--,--,--,--,--,--,--
LDV,RTP,high,2040,new,97.14,97.29,97.43,97.58,97.73,97.89,98.04,98.20,98.35,98.52,98.68,98.84,99.01,99.18,99.35,99.52,99.70,99.88,100.06,100.25,100.43,100.62,100.81,101.01,101.21,101.41,101.61,101.82,101.82,102.25,102.47,102.69,102.92,103.15,103.39,103.63,103.87,104.12,104.37,104.63,104.90,105.17,105.45,105.74,106.02,106.31,106.62,106.93,107.25,107.57,107.91,108.26,108.61,108.98,109.36,109.74,109.74,110.14,110.98,111.42,111.89,112.35,112.85,113.37,113.91,114.47,115.05,115.66,116.30,116.99,117.71,118.48,119.29,120.14,121.09,122.09,123.20,124.40,125.74,127.19,128.86,130.83,133.11,135.96,139.56,144.64,153.26,--,--,--,--,--,--,--,--,--,--,--,--
LDV,RTP,high,2045,new,91.06,91.12,91.18,91.24,91.30,91.37,91.43,91.50,91.56,91.63,91.70,91.77,91.84,91.91,91.98,92.05,92.12,92.20,92.27,92.35,92.42,92.50,92.58,92.66,92.75,92.83,92.91,93.00,93.00,93.18,93.27,93.36,93.46,93.55,93.65,93.75,93.85,93.96,94.06,94.17,94.28,94.39,94.51,94.62,94.74,94.87,94.99,95.12,95.26,95.39,95.53,95.67,95.82,95.97,96.13,96.29,96.29,96.45,96.80,96.99,97.18,97.37,97.58,97.79,98.02,98.25,98.49,98.74,99.01,99.30,99.60,99.91,100.25,100.61,101.00,101.42,101.87,102.37,102.93,103.53,104.23,105.04,106.00,107.17,108.68,110.77,114.40,--,--,--,--,--,--,--,--,--,--,--,--
LDV,RTP,high,2050,new,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,--,--,--,--,--,--,--,--,--,--,--,--
LDV,RTP,low,2025,new,265.64,271.47,277.44,283.56,289.84,296.28,302.94,309.67,316.66,323.92,331.24,338.95,346.82,354.90,363.35,372.05,381.06,390.41,400.13,410.25,420.80,431.94,443.34,455.47,468.28,481.54,495.86,510.88,510.88,543.98,562.35,582.19,603.75,627.41,653.47,682.65,716.11,753.90,799.35,854.93,925.39,1026.86,1198.80,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
LDV,RTP,low,2030,new,250.67,256.47,262.47,268.58,274.84,281.26,287.90,294.65,301.67,308.89,316.24,323.91,331.81,339.89,348.34,357.07,366.04,375.44,385.20,395.27,405.87,416.94,428.40,440.51,453.20,466.57,480.75,495.84,495.84,528.92,547.37,567.10,588.76,612.49,638.46,667.78,701.04,739.03,784.43,840.04,910.97,1011.98,1184.34,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
LDV,RTP,low,2035,new,235.64,241.42,247.46,253.58,259.84,266.30,272.91,279.71,286.69,293.88,301.29,308.92,316.79,324.92,333.33,342.03,351.05,360.40,370.16,380.25,390.80,401.94,413.36,425.46,438.30,451.58,465.75,480.93,480.93,513.94,532.44,552.08,573.87,597.52,623.38,652.87,685.99,723.82,769.45,824.19,895.61,996.74,1166.21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
