Program,Scenario,Year,Customer Type,1%,2%,3%,4%,5%,6%,7%,8%,9%,10%,11%,12%,13%,14%,15%,16%,17%,18%,19%,20%,21%,22%,23%,24%,25%,26%,27%,28%,29%,30%,31%,32%,33%,34%,35%,36%,37%,38%,39%,40%,41%,42%,43%,44%,45%,46%,47%,48%,49%,50%,51%,52%,53%,54%,55%,56%,57%,58%,59%,60%,61%,62%,63%,64%,65%,66%,67%,68%,69%,70%,71%,72%,73%,74%,75%,76%,77%,78%,79%,80%,81%,82%,83%,84%,85%,86%,87%,88%,89%,90%,91%,92%,93%,94%,95%,96%,97%,98%,99%
DLC,flat,2025,new,609.34,641.14,673.46,708.41,741.88,775.94,810.61,845.91,881.87,918.50,958.19,996.31,1035.19,1074.86,1115.36,1156.72,1198.99,1244.93,1289.18,1334.46,1380.83,1428.32,1477.02,1526.96,1581.47,1634.21,1688.43,1744.20,1744.20,1860.79,1925.71,1988.85,2054.11,2121.65,2191.62,2264.20,2339.61,2423.07,2505.04,2590.63,2680.17,2774.03,2872.66,2976.58,3093.44,3210.26,3334.55,3467.35,3609.91,3763.77,3930.88,4125.76,4328.97,4555.96,4813.06,5109.47,5109.47,5459.44,6475.30,7262.48,8608.19,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
DLC,flat,2030,new,459.81,481.27,503.09,526.68,549.28,572.27,595.68,619.51,643.78,668.50,695.30,721.03,747.28,774.06,801.40,829.32,857.85,888.86,918.73,949.30,980.60,1012.67,1045.54,1079.25,1116.05,1151.65,1188.25,1225.90,1225.90,1304.61,1348.43,1391.05,1435.11,1480.70,1527.93,1576.93,1627.84,1684.18,1739.51,1797.29,1857.73,1921.10,1987.68,2057.83,2136.72,2215.57,2299.48,2389.13,2485.36,2589.22,2702.03,2833.59,2970.77,3124.00,3297.56,3497.65,3497.65,3733.90,4419.66,4951.06,5859.49,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
DLC,flat,2035,new,383.96,399.09,414.46,431.09,447.02,463.22,479.71,496.51,513.61,531.04,549.93,568.06,586.56,605.43,624.70,644.38,664.49,686.34,707.39,728.94,750.99,773.59,796.76,820.52,846.45,871.54,897.34,923.87,923.87,979.34,1010.22,1040.26,1071.31,1103.44,1136.73,1171.26,1207.14,1246.85,1285.85,1326.56,1369.16,1413.82,1460.74,1510.18,1565.78,1621.35,1680.49,1743.67,1811.49,1884.69,1964.19,2056.90,2153.58,2261.58,2383.89,2524.91,2524.91,2691.41,3174.70,3549.21,4189.43,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
DLC,flat,2040,new,359.86,370.54,381.40,393.14,404.38,415.83,427.48,439.33,451.41,463.72,477.06,489.86,502.92,516.25,529.86,543.75,557.95,573.39,588.25,603.47,619.04,635.00,651.36,668.14,686.45,704.17,722.38,741.12,741.12,780.29,802.10,823.31,845.24,867.93,891.43,915.82,941.15,969.19,996.73,1025.48,1055.56,1087.10,1120.23,1155.14,1194.41,1233.65,1275.41,1320.02,1367.91,1419.60,1475.75,1541.22,1609.49,1685.75,1772.12,1871.70,1871.70,1989.27,2330.56,2595.02,3047.11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
DLC,flat,2045,new,334.56,341.67,348.90,356.71,364.20,371.82,379.57,387.46,395.50,403.70,412.57,421.10,429.79,438.66,447.72,456.97,466.42,476.69,486.59,496.71,507.08,517.70,528.59,539.76,551.95,563.75,575.87,588.34,588.34,614.41,628.93,643.05,657.65,672.75,688.39,704.63,721.49,740.15,758.48,777.62,797.65,818.64,840.69,863.93,890.06,916.19,943.98,973.68,1005.56,1039.96,1077.33,1120.91,1166.36,1217.12,1274.61,1340.89,1340.89,1419.15,1646.32,1822.36,2123.29,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
DLC,flat,2050,new,317.12,319.41,321.74,324.26,326.67,329.13,331.63,334.17,336.76,339.41,342.27,345.02,347.82,350.68,353.60,356.58,359.63,362.94,366.13,369.40,372.74,376.16,379.67,383.27,387.20,391.01,394.92,398.94,398.94,407.34,412.02,416.58,421.28,426.15,431.20,436.43,441.86,447.88,453.79,459.96,466.42,473.19,480.30,487.79,496.22,504.64,513.60,523.17,533.45,544.54,556.59,570.64,585.29,601.66,620.20,641.57,641.57,666.80,740.04,796.80,893.82,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
DLC,mid,2025,new,596.30,613.97,631.92,651.34,669.93,688.86,708.12,727.73,747.70,768.05,790.11,811.28,832.88,854.92,877.42,900.40,923.88,949.40,973.99,999.14,1024.90,1051.29,1078.34,1106.09,1136.37,1165.67,1195.79,1226.78,1226.78,1291.55,1327.61,1362.69,1398.95,1436.47,1475.34,1515.67,1557.56,1603.93,1649.47,1697.02,1746.76,1798.91,1853.70,1911.43,1976.36,2041.25,2110.31,2184.09,2263.28,2348.76,2441.60,2549.86,2662.76,2788.87,2931.70,3096.37,3096.37,3290.80,3855.16,4292.49,5040.11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
DLC,mid,2030,new,451.00,462.93,475.05,488.16,500.71,513.48,526.49,539.73,553.21,566.95,581.83,596.13,610.71,625.59,640.78,656.29,672.14,689.37,705.96,722.95,740.33,758.15,776.41,795.14,815.58,835.36,855.70,876.61,876.61,920.34,944.68,968.36,992.84,1018.17,1044.41,1071.63,1099.91,1131.21,1161.95,1194.05,1227.63,1262.83,1299.82,1338.79,1382.62,1426.43,1473.04,1522.85,1576.31,1634.01,1696.68,1769.77,1845.98,1931.11,2027.53,2138.70,2138.70,2269.95,2650.92,2946.14,3450.83,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
DLC,mid,2035,new,377.76,386.16,394.70,403.94,412.79,421.79,430.95,440.28,449.79,459.47,469.96,480.03,490.31,500.79,511.50,522.43,533.60,545.74,557.44,569.41,581.66,594.22,607.09,620.29,634.70,648.64,662.97,677.71,677.71,708.52,725.68,742.37,759.62,777.47,795.96,815.15,835.08,857.14,878.80,901.42,925.09,949.90,975.97,1003.43,1034.32,1065.20,1098.05,1133.15,1170.83,1211.49,1255.66,1307.17,1360.88,1420.88,1488.83,1567.17,1567.17,1659.67,1928.17,2136.23,2491.91,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
